q,que,kb_ids,new_refer,actual_send_answer,qwl02-cleaned-base,qwl02-cleaned-base-gpt35,qwl02-cleaned-chat,qwl02-cleaned-chat-gpt35,qwl02-cleaneddoc3,qwl02-cleaneddoc3-gpt35,qwl02-cleaneddoc8,qwl02-cleaneddoc8-gpt35,qwl02-cleandoc8-base,qwl02-cleandoc8-base_gpt35,qwl02-cleandoc8-base-pip3,qwl02-cleandoc8-base-pip3_gpt35,yil02-cleandoc-base,yil02-cleandoc-Chat-34B,yil02-cleandoc-Chat-34B_gpt35,qwl02,qwl02_gpt35,qwl02-cleaneddoc8-32b-base,qwl02-cleaneddoc8-32b-base_gpt35,qwl02-cleaneddoc8-32b-base-new,qwl02-cleaneddoc13-32b-base,qwl02-cleaneddoc18-32b-base,qwl02-cleaneddoc18-32b-base-cp12000,qwl02-cleaneddoc18-32b-base-cp15000,qwl02-cleaneddoc18-32b-base-cp18000
我不知道想问你们是白色的吗,"[{""role"":""user"",""content"":""你好""},{""role"":""assistant"",""content"":""你好,亲,有什么可以帮助你的吗？""},{""role"":""user"",""content"":""你这布丁粉鸡蛋的""},{""role"":""user"",""content"":""是白色的吗""},{""role"":""assistant"",""content"":""您可以看下实物亲""},{""role"":""user"",""content"":""做好了也是白色的吗""},{""role"":""assistant"",""content"":""以实物为准的亲。您可以先少做一些看看效果哈""},{""role"":""user"",""content"":""我不知道想问你们是白色的吗""}]",18,"['问题：""做好了也是白色的吗"",答案：""以实物为准的亲。您可以先少做一些看看效果哈""','问题：""我怎么看别人的那种是奶白色呀"",答案：""根据比例自由调整亲""','问题：""很白  对吗"",答案：""亲 可以参考下评论区""','问题：""你们的图片可不是这个颜色吧"",答案：""亲亲,有些色差很正常哈""','问题：""亲 为什么会起白色的"",答案：""亲可以搅拌时间长一些然后过滤一下哦""']",可以先做一些看一下亲,亲，您可以先少做一些看看效果哈。做好后以实物为准哦。,1,亲亲，可以参考评论区看下哈,0,做好之后不是纯白的亲,0,亲亲，可以参考评论区看下哈,0,做好了是成品哈，可以参考商品详情图看下哈,0,以实物为准的亲。您可以先少做一些看看效果哈,0,"亲，我们的商品都是近期生产的，具体的生产日期可以在商品上查看哦~祝您放心购买。祝您补偿2元可以吗。亲。我们会尽快为您安排发货的。祝您放心哦~祝您购物愉快！祝您购物愉快！祝您购物愉快！您看下。
感谢您的理解哈亲。商品寄回哈亲，您可以申请退货退款。亲。商品寄回哈。亲，您可以申请退款。亲。给您补偿2元补偿呢。亲。质量有专人处理的哈。
亲，您放心购买哈。商品详情或者评论区哈",是的 亲,0,亲亲，可以参考评论区看下哈,0,亲亲，您可以参考下评论区，有些色差很正常哈,0,亲，我们的布丁粉鸡蛋是白色的，但是您可以根据比例自由调整哦~,亲 可以以实物为准,亲，我们的布丁粉鸡蛋是白色的哦~,是的亲,亲，我们的布丁粉鸡蛋是白色的哦~,亲，我们的布丁粉鸡蛋是白色的哦~
是熟山药粉吗？,"[{""role"":""user"",""content"":""是纯山药粉吗？""},{""role"":""assistant"",""content"":""亲,我们的山药粉是100%纯山药粉,不添加任何其他成分哦~""},{""role"":""user"",""content"":""是熟山药粉吗？""}]","47, 18","['问题：""是熟山药粉吗？"",答案：""冲泡即食的亲""','问题：""是炒熟的山药磨的粉吗？"",答案：""亲 是低温烘焙""','问题：""是纯山药制粉吗？"",答案：""是的,我们的山药粉是纯山药制粉,不含任何添加剂""','问题：""是纯正山药粉吗"",答案：""亲,我们的山药粉是纯正山药粉""','问题：""是纯山药吗是生粉还是熟粉"",答案：""亲,我们的山药粉是纯正山药粉哦~""']",冲泡即食的亲,亲，我们的山药粉是熟的哦，可以直接冲泡食用。,1,"亲,我们的山药粉是低温烘焙的",0,"亲,我们的山药粉是冲泡即食的",1,"亲,我们的山药粉是冲泡即食的哦~",1,亲，我们的山药粉是熟的哦，可以直接冲泡食用。,1,"亲,我们的山药粉是冲泡即食的哦~",1,亲，我们的产品是熟的哦~,"是的,我们的山药粉是熟的哦,可以直接冲泡食用~",1,"亲,我们的山药粉是冲泡即食的亲~",1,亲，我们的山药粉是熟的，冲泡即食哦~,1,亲，我们的山药粉是熟的哦~,亲，我们的山药粉是熟的哦，可以直接冲泡食用哦~,"亲,我们的山药粉是熟山药粉哦~",对的,"亲,我们的山药粉是熟山药粉哦~","亲,我们的山药粉是熟山药粉哦~"
调开以后可以保存多久,"[{""role"":""assistant"",""content"":""很高兴为您服务,请问有什么可以帮您？""},{""role"":""user"",""content"":""好调开吗""},{""role"":""user"",""content"":""调开以后可以保存多久""}]","44, 18","['问题：""能保存多长时间。好的"",答案：""嗯嗯""','问题：""泡出来可以放多久"",答案：""冰箱能储存3-5天,需要盖上保鲜膜冷藏储存,尽量新鲜食用,不宜长时间保存。""','问题：""可以放多长时间"",答案：""拉丝酸奶可以套保鲜膜,保存在冰箱中冷藏,时间一般为2-3天,建议尽快使用。""','问题：""这个做好能存放多久"",答案：""亲亲,建议当天食用哈""','问题：""这个可以放多久打好后"",答案：""冰箱能储存2-3天,需要盖上保鲜膜冷藏储存,尽量新鲜食用,不宜长时间保存。""']",亲 建议您尽快食用,亲亲，调开后建议当天食用哈，冰箱能储存2-3天，需要盖上保鲜膜冷藏储存，尽量新鲜食用，不宜长时间保存。,0,亲亲，自制酸奶静置冰箱能储存2-3天，需要盖上保鲜膜冷藏储存，尽量新鲜食用，不宜长时间保存。,0,亲亲，建议当天食用哈~,1,"冰箱能储存2-3天,需要盖上保鲜膜冷藏储存,尽量新鲜食用,不宜长时间保存。",0,亲亲，建议当天食用哈~,1,亲亲，调开以后建议尽快食用，不可以保存太长时间哦。,1,"亲，这个产品是粉哦，不需要加白面哦~
不需要加白面哦。但是不需要添加白面，直接冷藏保鲜，和面粉，这样冷藏保鲜一年哦。
冷藏保鲜一年左右的亲，冷藏保鲜一年左右的。但是冷藏保鲜一年左右的。但是冷藏保鲜一年左右的。但是冷藏保鲜一年左右的。但是冷藏保鲜一年左右的。但是冷藏保鲜一年左右的亲。
不需要添加白面就可以哈。但是冷藏保鲜一年哦。","亲亲,建议当天食用哈",1,"亲亲，调开以后可以保存多久呢？冰箱能储存2-3天,需要盖上保鲜膜冷藏储存,尽量新鲜食用,不宜长时间保存。",0,亲亲，建议当天食用哈,1,亲亲，建议当天食用哈~,亲亲，建议当天食用哈,亲亲，建议当天食用哈~,冰箱能储存2-3天，需要盖上保鲜膜冷藏储存，尽量新鲜食用，不宜长时间保存。,亲亲，建议当天食用哈~,亲亲，建议当天食用哈~
"两斤鸡蛋味,两斤香芋味的","[{""role"":""user"",""content"":""两斤鸡蛋味,两斤香芋味的""}]",18,"['问题：""要抹茶味和香芋味各1斤"",答案：""已备注""','问题：""我要一斤芒果味,和香芋味的"",答案：""亲 已备注""','问题：""一个快递号,6斤,3种口味,牛奶,鸡蛋,香芋"",答案：""亲 给您分两个包裹发出的哦""','问题：""你好,请问两斤可以搭配几种味道"",答案：""亲,两斤可以搭配2种味道哦~""','问题：""我已经下单了,另外一斤。香芋味"",答案：""亲 您拍的这个选项不支持备注""']",亲 已备注,亲 已备注,1,亲，两斤鸡蛋味和两斤香芋味的都可以哦~,0,亲各要几斤呢,1,亲 已备注,1,"亲,两斤鸡蛋味,两斤香芋味的已备注哦~",1,"亲,两斤鸡蛋味,两斤香芋味的哦~",0,亲，一罐300g哦。,亲 已备注,1,"亲,两斤鸡蛋味,两斤香芋味的,已备注哦~",1,亲 已备注,1,亲 已备注,亲 已备注,亲 已备注,亲 已备注,亲 已备注,亲 已备注
好的谢谢,"[{""role"":""user"",""content"":""两斤鸡蛋味,两斤香芋味的""},{""role"":""assistant"",""content"":""亲 已备注""},{""role"":""user"",""content"":""好的谢谢""}]",18,"['问题：""好的 谢谢"",答案：""不客气""','问题：""好的谢谢"",答案：""好的亲�""','问题：""好的谢谢"",答案：""拍下随意搭配的选项后与我们联系""','问题：""好的谢谢"",答案：""感谢支持""','问题：""好的谢谢"",答案：""不客气""']",不客气,不客气,1,客气了,1,亲，已备注哦~,0,不客气,1,不客气,1,不客气,1,好的亲。您拍下哦~您放心哦~,不客气,1,不客气,1,不客气,1,不客气,不客气,不客气,好的亲,不客气,不客气
"一袋芒果,一袋草莓","[{""role"":""user"",""content"":""一袋芒果,一袋草莓""}]",18,"['问题：""一袋芒果,一袋草莓"",答案：""亲 已备注""','问题：""一斤芒果一斤草莓"",答案：""已备注""','问题：""芒果和草莓"",答案：""亲,已备注""','问题：""要芒果跟草莓"",答案：""亲 已备注""','问题：""草莓芒果两个口味"",答案：""已备注""']",亲 已备注,亲，已备注哦~,1,亲 已备注,1,亲，已备注哦~,1,亲，已备注哦~,1,亲，已备注哦~,1,亲 已备注,1,亲，一罐300g哦~,亲 已备注,1,亲 已备注,1,亲 已备注,1,亲 已备注,亲 已备注,亲 已备注,亲 已备注,亲 已备注,亲 已备注
"你好,可以一斤草莓味一斤芒果味吗","[{""role"":""assistant"",""content"":""很高兴为您服务,请问有什么可以帮您？""},{""role"":""user"",""content"":""你好,可以一斤草莓味一斤芒果味吗""}]","15, 18","['问题：""你好,可以一斤草莓味一斤芒果味吗"",答案：""亲 可以拍随意搭配的选项""','问题：""你好,能买一斤草莓味的送一斤芒果味的吗"",答案：""亲,不支持 可以拍随意搭配的选项哦~""','问题：""你好给我发个草莓味和芒果味一样一斤"",答案：""亲,已备注哦~""','问题：""可以发一斤芒果味和一斤草莓味的"",答案：""下单随意搭配,把口味发给客服备注哈亲""','问题：""两斤芒果的,一斤草莓味,一斤抹茶味的,可以吗己下单了"",答案：""亲,可以的,已经备注好了哦。""']",亲 可以拍随意搭配的选项,亲，可以拍随意搭配的选项哦~,1,亲，可以拍随意搭配的选项哦~,1,亲，可以拍随意搭配的选项哦~,1,亲，可以拍随意搭配的选项哦~,1,亲 可以拍随意搭配的选项哦,1,亲 可以拍随意搭配的选项,1,亲，一罐300g哦~,亲 可以拍下随意搭配的选项,1,亲 可以拍随意搭配的选项,1,亲 可以拍下随意搭配的选项,1,亲 可以拍下随意搭配的选项,亲，可以拍随意搭配的选项哦~,"亲,可以的,已经备注好了哦。",亲 可以拍下随意搭配的选项,亲，可以的，已经备注好了哦。,"亲,可以的,已经备注好了哦。"
"已经下单了,麻烦别给发错了","[{""role"":""assistant"",""content"":""很高兴为您服务,请问有什么可以帮您？""},{""role"":""user"",""content"":""你好,可以一斤草莓味一斤芒果味吗""},{""role"":""assistant"",""content"":""亲 可以拍随意搭配的选项""},{""role"":""user"",""content"":""好的""},{""role"":""assistant"",""content"":""�""},{""role"":""user"",""content"":""已经下单了,麻烦别给发错了""}]","15, 18","['问题：""已经下单了,麻烦别给发错了"",答案：""已备注""','问题：""下单了别发错了"",答案：""亲,已备注哦,我们会尽快发货的。""','问题：""已经下单麻烦帮我备注"",答案：""已备注亲""','问题：""已经下单麻烦帮我备注"",答案：""亲,已备注芒果和草莓各一斤哦~""','问题：""我下单,麻烦加急一下"",答案：""亲亲,正常48小时内发货呢""']",已备注,亲，已备注哦，我们会尽快发货的。,1,亲，已经下单了，我们会尽快发货的。,0,亲，已备注哦，我们会尽快发货的。,1,亲，已备注哦，我们会尽快发货的。,1,"亲,已备注哦,我们会尽快发货的。",1,亲，已备注哦，我们会尽快发货的。,1,好的亲。已备注哈。亲。具体以快递为准哈亲 尽快安排的哈。,亲，已经备注哦，我们会尽快发货的。,1,亲，已备注哦，我们会尽快发货的。,1,亲亲，已备注哦，我们会尽快发货的。,1,亲，已备注哦，我们会尽快发货的。,亲，已备注哦，我们会尽快发货的。,"亲，已备注哦,我们会尽快发货的。",亲，已备注哦，我们会尽快发货的。,"亲，已备注哦,我们会尽快发货的。","亲，已备注哦,我们会尽快发货的。"
要一个抹茶和双皮奶的,"[{""role"":""user"",""content"":""这个要煮吗""},{""role"":""assistant"",""content"":""很高兴为您服务,请问有什么可以帮您？""},{""role"":""user"",""content"":""要一个抹茶和双皮奶的""}]","15, 18","['问题：""要一个抹茶和双皮奶的"",答案：""好的 已备注""','问题：""要草莓跟抹茶的"",答案：""已备注""','问题：""要香芋和抹茶的"",答案：""亲下单以后联系我们备注哈""','问题：""要鸡蛋味,抹茶,双皮奶,草莓"",答案：""亲 拍下随意搭配的选项与我们联系""','问题：""要鸡蛋味和双皮奶"",答案：""亲,已备注""']",好的 已备注,好的 已备注,1,好的 已备注,1,好的 已备注,1,好的 已备注,1,好的 已备注,1,好的 已备注,1,好的亲。已备注哦~,亲，下单以后联系我们备注哈,1,好的 已备注,1,好的 已备注,1,亲，已备注哦~,好的，已备注。,好的 已备注,好的 已备注,好的 已备注,好的 已备注
随意搭配能确定给我抹茶味和芒果味的吗,"[{""role"":""user"",""content"":""你家布丁粉有没有做成布丁的配方""},{""role"":""user"",""content"":""请问我买抹茶味能不能送我芒果味的,因为我刚在威海南海吕业学院刚上了奶茶店想试一下看哪个更受学生欢迎""},{""role"":""assistant"",""content"":""亲 可以拍随意搭配的选项""},{""role"":""user"",""content"":""随意搭配能确定给我抹茶味和芒果味的吗""}]","15, 18","['问题：""随意搭配能确定给我抹茶味和芒果味的吗"",答案：""付款后与我们联系给您备注""','问题：""随意搭配,我要芒果味和草莓味的"",答案：""亲 拍下后与我们联系""','问题：""一个芒果一个抹茶味可以吗"",答案：""亲选项随意搭配下单下单以后联系这边备注""','问题：""亲   发芒果味跟抹茶味,谢谢"",答案：""亲,已备注哦~""','问题：""隨意搭配能搭几种味道呢"",答案：""亲 一袋是500g""']",付款后与我们联系给您备注,亲，付款后与我们联系给您备注哦~,1,亲，付款后与我们联系给您备注哦~,1,亲，付款后与我们联系给您备注哦~,1,亲，付款后与我们联系给您备注哦~,1,亲 付款后与我们联系给您备注,1,亲，随意搭配能确定给我抹茶味和芒果味的哦~,0,好的亲。已备注哦。,亲 拍下随意搭配的选项后 与我们联系给您备注,1,"亲,付款后与我们联系给您备注哦~",1,亲，付款后与我们联系给您备注哦~,1,亲，可以的，下单后与我们联系给您备注哦~,亲，下单后与我们联系给您备注哦~,亲，付款后与我们联系给您备注哦~,亲，付款后与我们联系给您备注哦~,亲，付款后与我们联系给您备注哦~,亲，付款后与我们联系给您备注哦~
糖人能喝吗？,"[{""role"":""user"",""content"":""里面有糖吗？""},{""role"":""assistant"",""content"":""亲 不含糖的哦 商品本身会稍微有些甜味""},{""role"":""user"",""content"":""糖人能喝吗？""}]",18,"['问题：""糖人能吃？"",答案：""亲,建议您先咨询下医生~""','问题：""糖人可以吃吗"",答案：""亲,不建议糖尿病人食用哦。建议您先咨询下医生""','问题：""糖友能吃吗"",答案：""建议咨询医生哈""','问题：""糖尿病人能吃吗？"",答案：""亲,建议先咨询下医生""','问题：""糖尿病人能吃吗"",答案：""亲 建议咨询医生哦""']",亲 建议您咨询医生哦,亲，建议您先咨询下医生~,1,咨询医生哈亲,1,亲，建议您先咨询下医生~,1,亲，建议您先咨询下医生~,1,亲，建议您先咨询下医生哦。,1,亲，建议您先咨询下医生~,1,"亲，我们的商品都是近期生产的，具体的生产日期可以在商品上查看哦~祝您放心购买。祝您处理。
感谢您的理解哈亲。您看下哈。亲。会断的话，不影响食用的哈。
感谢您的添加色哈亲。商品本身含有色素哈亲。您放心哈亲。您看下哈。亲。",咨询医生哈亲,1,亲，建议您先咨询下医生~,1,亲，建议您先咨询下医生哦。,1,亲，建议您先咨询下医生~,亲，建议您先咨询下医生~,"亲,建议您先咨询下医生~","亲,建议您先咨询下医生~","亲,建议您先咨询下医生~","亲,建议您先咨询下医生~"
