q,que,ai_answer,actual_send_answer,kb_ids,new_refer,order_status,refund_status
草莓，芒果味已下单,"[{""role"":""user"",""content"":""草莓，芒果味""},{""role"":""user"",""content"":""草莓，芒果味已下单""}]",,亲，已备注哦~,18,"['问题：""草莓，芒果"", 答案：""亲 已备注""', '问题：""草莓和芒果味可以吗"", 答案：""已备注""', '问题：""芒果味和蓝莓味"", 答案：""没有蓝莓口味亲""', '问题：""我要芒果跟草莓味的"", 答案：""备注了亲""', '问题：""草莓芒果两个口味"", 答案：""已备注""', '问题：""您好，要芒果和草莓味"", 答案：""已备注""', '问题：""我要芒果、草莓香芋味的"", 答案：""只要三种？""', '问题：""芒果，草莓谢谢"", 答案：""亲 已备注""']",,
配料表发过来,"[{""role"":""user"",""content"":""一天吃几顿""},{""role"":""assistant"",""content"":""亲 没有具体要求哦""},{""role"":""user"",""content"":""多少天能吃饭""},{""role"":""user"",""content"":""完""},{""role"":""assistant"",""content"":""亲 没有要求哦商品保质期一年""},{""role"":""user"",""content"":""我看一下保质期""},{""role"":""user"",""content"":""配料表发过来""}]",没有配料表说明的亲 可以拍下收到在包装上看下,没有配料表说明的亲 可以拍下收到在包装上看下,"18,10","['问题：""能发一下配料表吗"", 答案：""没有配料表说明的亲 可以拍下收到在包装上看下""', '问题：""配料表成分表发一下"", 答案：""亲，客服这边暂时没有哈可以参考商品详情或者评论区看下哈""', '问题：""把你们的详细配料表发给我"", 答案：""亲商品上有哈""', '问题：""配料表我看一下"", 答案：""亲 我们没有实物 可以看下评论区""', '问题：""能把配料表看看吗？"", 答案：""亲 我们暂时没有哈 可以参考下评论区""', '问题：""请出示配料表"", 答案：""可以参考看下""', '问题：""可以看一下配料表吗"", 答案：""亲，客服这边暂时没有哈 可以参考商品详情或者评论区看下哈。""', '问题：""配料表有么"", 答案：""没有配料表说明的亲 可以拍下收到在包装上看下""', '问题：""看看配料表？"", 答案：""亲，客服这边暂时没有哈可以参考商品详情或者评论区看下哈""', '问题：""配料表有吗？"", 答案：""亲，客服这边暂时没有哈可以参考商品详情或者评论区看下哈""']",,
这个开封口，多久不能用,"[{""role"":""user"",""content"":""这个开封口，多久不能用""}]",亲，开过的粉建议尽快使用哦，阴凉干燥处储存的话一般没事哈,,18,"['问题：""这破损了，能放多久"", 答案：""亲亲，如果您实在不满意的话您可以申请退货退款，商品退回，有专人处理的哈。""', '问题：""封口没封住"", 答案：""亲，很抱歉给您带来不好的体验，还请亲理解一下，您看为了给您有个好的购物体验，给您补偿2元可以吗。""', '问题：""你们这个有一包封口没等好"", 答案：""亲 拍照看下哦""', '问题：""这质保多久呢？开袋后能用多久什么时候生产的"", 答案：""亲亲，我们的商品保质期是1年哦~""', '问题：""可以使用多久好的"", 答案：""好的""', '问题：""开过的粉  密封好  还能用吗"", 答案：""建议尽快使用亲，阴凉干燥处储存哈""', '问题：""我想知道包装破了能放多久"", 答案：""干燥通风阴凉处几个月应该没问题哈""', '问题：""是封口那里合不上"", 答案：""可能是快递途中给挤压开了""']",,
太难吃了,"[{""role"":""user"",""content"":""太难吃了""}]",亲亲，每个人口感不一样的哈,亲亲，每个人口感不一样的哈,18,"['问题：""难吃死了"", 答案：""亲亲，口感因人而异的哈，有的人觉得好喝，有的人觉得不好喝""', '问题：""实在太难吃了，只能扔掉，、"", 答案：""亲 如果不满意的话 可以申请退货退款""', '问题：""这次买的这么难吃的，进不了龺口"", 答案：""亲亲，每个人口感不一样的哈""', '问题：""口感很难吃啊怎么回事"", 答案：""亲亲，每个人的口味都是不一样的哦""', '问题：""真难喝"", 答案：""亲亲，口感因人而异的哈，有的人觉得好喝，有的人觉得不好喝""', '问题：""好难吃，能退吗"", 答案：""未拆封可以退回""', '问题：""宝贝很难吃，不想吃"", 答案：""亲亲，每个人的口味都是不一样的哦""', '问题：""太难吃了，而且很粗今天刚拿出来吃，味发苦，吃后难受，要求退货"", 答案：""亲 每个人的口感是不同的哦""']",,
可以继续回购,"[{""role"":""user"",""content"":""嗯""},{""role"":""user"",""content"":""我看评论怎么不凝固怎么回事""},{""role"":""assistant"",""content"":""亲，评论区的比例都是不一样的，可以自己调整一下比例试下哦""},{""role"":""user"",""content"":""安装你的比例应该会凝固吧""},{""role"":""assistant"",""content"":""亲，按照我们的比例应该会凝固哦，""},{""role"":""user"",""content"":""哦""},{""role"":""user"",""content"":""先买一点试一下""},{""role"":""user"",""content"":""可以继续回购""}]",好的 亲,好的 亲,18,"['问题：""如果喝着好，会在回购的"", 答案：""好的亲亲 感谢支持""', '问题：""不开封，我怎么知道好不好吃啊。"", 答案：""未拆封的可以退回""', '问题：""或者是开过那包，拿个袋子装好退回去给你们"", 答案：""未拆封的可以退回""', '问题：""你这要是好，我会长期回购"", 答案：""好的 亲""', '问题：""这一袋我也不想要打开，这样实在吃不下去，真难喝，干稻皮孑口感！！！！"", 答案：""未拆封的可以退回亲""', '问题：""吃完了还会买的"", 答案：""🌹""', '问题：""不开封，我咋知道好赖呀。"", 答案：""未拆封可以退回""', '问题：""好难吃，能退吗"", 答案：""未拆封可以退回""']",,
这样呀？好吧,"[{""role"":""user"",""content"":""我已拼单成功，能尽快帮我发货吗？""},{""role"":""assistant"",""content"":""亲亲，下单48小时内发货哦~""},{""role"":""user"",""content"":""这样呀？好吧""}]",亲，确认收货后联系客服给您申请哈~,嗯嗯,18,"['问题：""这样好吧"", 答案：""未放置冰箱建议时间再久一些的""', '问题：""好吗？"", 答案：""好的更改了哈""', '问题：""好吧！"", 答案：""嗯嗯""', '问题：""咋这样了呢？"", 答案：""亲 是用热水冲泡的吗""', '问题：""就这样吧！"", 答案：""亲确认收货后联系客服给您申请哈""', '问题：""好吧"", 答案：""亲 确认收货后与我们联系""', '问题：""好吧"", 答案：""好的""', '问题：""好吧"", 答案：""如果不行的话 按照给您发的比例再试下""']",,
生的？熟的？,"[{""role"":""user"",""content"":""我已拼单成功，能尽快帮我发货吗？""},{""role"":""assistant"",""content"":""亲亲，下单48小时内发货哦~""},{""role"":""user"",""content"":""从哪里发货？""},{""role"":""assistant"",""content"":""亲亲，我们是在山东枣庄发货的哦。""},{""role"":""user"",""content"":""是正宗淮山吗？""},{""role"":""assistant"",""content"":""是的亲纯山药粉哈""},{""role"":""user"",""content"":""好的谢谢""},{""role"":""assistant"",""content"":""好的亲""},{""role"":""user"",""content"":""生的？熟的？""}]",亲，熟的哦~,亲，熟的哦~,18,"['问题：""是熟的吗？"", 答案：""亲，是的呢，我们的产品是熟的哦~""', '问题：""生的熟的生的熟的"", 答案：""熟的""', '问题：""熟的吗"", 答案：""是的亲""', '问题：""你这是炒熟了的吗"", 答案：""熟的哈""', '问题：""你这是生还是熟"", 答案：""熟的亲""', '问题：""我要买煮的"", 答案：""都是熟的""', '问题：""是不是熟粉？"", 答案：""是的亲熟的哈冲泡即可食用""']",,
,"[{""role"":""user"",""content"":""""}]",,很高兴为您服务，请问有什么可以帮您？,18,,,
我已拼单成功，能尽快帮我发货吗？,"[{""role"":""user"",""content"":""我已拼单成功，能尽快帮我发货吗？""}]",亲亲，下单48小时内发货哦~,亲亲，下单48小时内发货哦~,18,"['问题：""我已拼单成功，能尽快帮我发货吗？"", 答案：""亲亲，下单48小时内发货哦~""', '问题：""我已拼单成功，能尽快帮我发货吗？"", 答案：""很高兴为您服务，请问有什么可以帮您？""', '问题：""我已拼单成功，能尽快帮我发货吗？"", 答案：""下单48小时内发货亲""', '问题：""我已拼单成功，能尽快帮我发货吗？急"", 答案：""亲亲，下单48小时内发货哦~""', '问题：""我已拼单成功，能尽快帮我发货吗？好的👌"", 答案：""亲亲，下单48小时内发货哦~""', '问题：""我已拼单成功，能尽快帮我发货吗？好的"", 答案：""亲亲，下单48小时内发货哦~""', '问题：""我已拼单成功，能尽快帮我发货吗？请发货。"", 答案：""亲亲，下单48小时内发货哦~""']",,
可以,"[{""role"":""user"",""content"":""亲，小麦肧芽收到，刚打开里面有一袋严重破损漏撒附发照片""},{""role"":""user"",""content"":""可以""}]",亲 麻烦您先在订单上确认收货哦,,18,"['问题：""<退换问题>还在路上但是不想要了可以退吗？"", 答案：""可以""', '问题：""<运营问题>能开公司发票吗？"", 答案：""可以""', '问题：""<运营问题>能开个人发票吗？"", 答案：""可以""', '问题：""<食用方式>肠胃不好可以食用吗？"", 答案：""可以""', '问题：""<食用方式>哺乳期可以食用吗？"", 答案：""可以""', '问题：""<食用方式>老人能咬得动吗？"", 答案：""可以""', '问题：""<食用方式>儿童可以食用吗？"", 答案：""可以""', '问题：""<食用方式>孕期能食用吗？"", 答案：""可以""']",,
总数对,"[{""role"":""user"",""content"":""没发鸡蛋味的""},{""role"":""user"",""content"":""这是你家的吗""},{""role"":""user"",""content"":""[撇嘴]""},{""role"":""user"",""content"":""都收到了""},{""role"":""user"",""content"":""总数对""}]",好的亲,,18,"['问题：""[捂脸][捂脸][捂脸]"", 答案：""核对一下总数量""', '问题：""每罐补贴两元呢"", 答案：""总共哈亲""', '问题：""对吧"", 答案：""您购买4单是4套杯勺亲""', '问题：""对好"", 答案：""嗯嗯""', '问题：""几个"", 答案：""亲 没有明白您的意思""', '问题：""几个"", 答案：""你的订单三罐""', '问题：""两"", 答案：""亲 麻烦您把破损的地方拍照看下哦""', '问题：""比例多少"", 答案：""1:6的亲""']",,
好,"[{""role"":""user"",""content"":""不想要""},{""role"":""assistant"",""content"":""亲，您申请退款哦~申请以后联系我这边拦截""},{""role"":""user"",""content"":""好""}]",好的亲,好的亲,"18,10","['问题：""好"", 答案：""华都""', '问题：""好"", 答案：""亲，这边帮您联系快递核重，您稍等""', '问题：""好"", 答案：""您现在收到八包是吧""', '问题：""好"", 答案：""好的亲""', '问题：""好"", 答案：""🌹""', '问题：""感恩"", 答案：""好的""', '问题：""客气了，谢谢老板，长期需要用的咧"", 答案：""好的""', '问题：""好的"", 答案：""好的亲🌹""', '问题：""怎么自动理赔噢"", 答案：""好的""', '问题：""好吧"", 答案：""好的""']",,
一大罐是多少？几斤,"[{""role"":""user"",""content"":""一大罐是多少？几斤""}]",袋装500g 桶装400g 罐装300g 您根据选项拍亲,,18,"['问题：""一罐是多少斤的？"", 答案：""袋装500g 桶装400g 罐装300g 您根据选项拍亲""', '问题：""一罐多少斤"", 答案：""亲，一罐的重量是500g哦~""', '问题：""是小罐还是大罐有几斤啊？这个一罐有几斤啊？"", 答案：""一罐350g的亲 二罐是700g""', '问题：""1罐多少斤"", 答案：""哪款亲""', '问题：""一罐一斤吗"", 答案：""是的""', '问题：""两大罐有几斤"", 答案：""一罐350g的亲 二罐是700g""', '问题：""3大罐是几斤"", 答案：""亲，一罐300g哦。""', '问题：""一罐一斤吗？"", 答案：""是的亲""']",,
